MPR3   0.050400, 24.998900,  0.257200, 12.037700,  0.714200,  5.003900, -0.021900   0
MO1    0.115285, 85.197300,  0.556229, 25.252200,  0.332476,  6.362070, -0.00460676 0
JCE2   0.031972,  8.926222,  0.265792,  7.678510,  0.682151,  2.329783,  0.020578   0
JCE2   0.051183,  6.115375,  0.277738,  7.952485,  0.654079,  2.287000,  0.016355   0
JPR3   0.023288,  0.582954,  0.349391,  5.601756,  0.615363,  1.932779,  0.011454   0
JND2   0.089354,  2.282004,  0.206157,  1.708607,  0.669916,  2.297662,  0.048390   0
JND3   0.073287,  4.412361,  0.371485,  4.019648,  0.539459,  1.557985,  0.017335   0
JGD3   0.060537, 10.775218,  0.271475, 13.097898,  0.665241,  3.162837,  0.001566   0
JTB2   0.049801, 18.734161,  0.277437, 10.084129,  0.661194,  2.745624,  0.010774   0
JTB3   0.049792, 15.112189,  0.270644,  9.158312,  0.679388,  2.880260, -0.000131   0
JDY2   0.175586,  5.938148,  0.228867, 11.464046,  0.583298,  2.167554,  0.011186   0
JDY3   0.146536, 12.639305,  0.375822,  5.511785,  0.515731,  2.090789,  0.093576   0
JHO2   0.023234,  0.703240,  0.270745,  9.993475,  0.677581,  2.521403,  0.027101   0
JHO2   0.023234,  0.703240,  0.270745,  9.993475,  0.677581,  2.521403,  0.027101   0
JHO3   0.043204,  0.910121,  0.279392,  8.683387,  0.668537,  2.417518,  0.008207   0
JER2   0.037734,  6.081446,  0.256447,  9.598846,  0.679204,  2.139296,  0.025543   0
JER3   0.038871,  5.311772,  0.259781,  8.173226,  0.678414,  2.082836,  0.022169   0
JTM2   0.037670,  4.455198,  0.254184,  9.151058,  0.677308,  2.021746,  0.029718   0
JTM3   0.028279,  2.291633,  0.265583,  7.776700,  0.675720,  2.018924,  0.029883   0
JYB3   0.092380,  2.046342,  0.258408,  7.471918,  0.609716,  1.913869,  0.038824   0.5
JO1    0.115285, 85.197300,  0.556229, 25.252200,  0.332476,  6.362070, -0.00460676 0
MMN5   0.74050,   5.074090,  0.292370,  11.66547,  -1.78834,   0.00593,   1.75568    1.0
